District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
7B,3/1/2006,Kinder Morgan Producition Co LP,Claytonville (Canyon Lime),,,613867.0,79,,Fisher,N,N,0,0,kick while tripping out of the hole with a core string.
8A,2/28/2006,Occidental Permian LTD,Denver Unit,18910.0,,,3216,,Yoakum,N,Y,0,0,broken casing wing valve.
8,2/22/2006,Gruy Petroleum Management Co,"War-Wink University 18-34 ""A""",,,608902.0,18-34,,Ward,N,,0,0,Uncontrolled flow
8A,2/15/2006,Kinder Morgan Production Co. LP,Sacroc Unit,3137.0,,,27-09,Kelly-Snyder,Scurry,Y,,0,0,pipe nipple blew out
8,2/13/2006,Whiting Oil & Gas Corporation,"O'Brien, G.W. etal",7338.0,,,,"Ward-Estes, North",Winkler,Y,,0,0,Coils on the unit ruptured
8A,2/12/2006,Kinder Morgan Production Co. LP,Sacroc Unit,3137.0,,,215-04,Kelly-Snyder,Scurry,,,0,0,Valve on tbg/csg annulus failed.
8A,2/10/2006,Fasken Oil & Ranch Ltd.,"Slaughter, NW San Andres",19316.0,,,26W,Slaughter,Cochran,,,0,0,leaking gas thru a needle valve.
2,1/18/2006,Kaler Energy Corp,Webb,,,6611080.0,1,,Lavaca,Y,,0,0,pulling drill pipe.
8A,1/9/2006,Occidental Permian Ltd,Denver Unit,18910.0,,,2210,Wasson,Yoakum,N,,0,0,
3,1/4/2006,Tempest Energy Resources,McCarthy Family Trust,,,605686.0,97-2,,Chambers,N,,0,0,Attempts to correct a faulty cement job
7B,12/14/2005,"Telesis Operating Co., Inc",Ritchie-37-,,,,2,,Palo Pinto,Y,,1.0,0.0,crater created explosion
8,12/4/05,Endeavor Energy Resources L.P.,Curry,,,,1H,,Reeves,Y,N,0.0,0.0,unknown
6,10/29/05,Enerquest Corp.,Graves Gas Unit,,,,4R,,Shelby,Y,,0.0,0.0,Gas kick during drilling
7B,10/28/05,HILL-LAKE GAS STORAGE,Hill (Lake Sand),,,552300.0,16,Hill (Lake Storage),Eastland,N,Y,0.0,0.0,
7B,10/28/05,MCCOWN ENGINEERING,Lee,,,606663.0,1,,Palo Pinto,N,,0.0,0.0,Gas kick during drilling
8A,10/27/05,XTO Energy Inc,Cornell Unit,19453.0,,,3119W,Wasson,Yoakum,N,,0.0,0.0,blanking plug fell on throught the packer
2,10/20/05,Esesjay Operating Inc.,Bialek Gas Unit,,,605099.0,1,Wildcat,DeWitt,N,,0.0,0.0,when well kicked the blind rams were shut in on drill pipe.
3,10/10/05,Palmer Petroleum Inc.,Starnes,24692.0,,,1,"Ft. Trinidad, SW (Buda)",Madison,N,N,0.0,0.0,Cause of spray from the wellhead is tubing/casin packing failure
7B,09/29/05,JILPETCO INC.,Barron,,,606427.0,5,Wildcat,Palo Pinto,N,,0.0,0.0,mud blew out kill line into reserve pit.
8A,9/11/05,Occidental Permian Ltd.,Wasson ODC Unit,60000.0,,,24W,,Yoakum,N,N,0.0,0.0,blowing out throught the packing on the tubing/casing wellhead.
3,8/18/05,"Stratco Operating Co, Inc","Lewis, J. C.",176502.0,,,5,Live Oak Bayou (Miocene),Matagorda,N,Y,0.0,0.0,well was left flowing while being worked over during the night
6,8/5/05,"Virtex Petroleum Co, Inc",Garrison Gas Unit,,,603541.0,7,Garrison,Nacogdoches,N,,0.0,0.0,BOP stack failed to hold.
2,7/29/05,C & E Operating,Tigner,,,601162.0,1,Wildcat,Calhoun,N,N,0.0,0.0,seal on the bop started leaking.
2,7/26/05,Force 4 Energy Resources Inc.,A. E. Prost Gas Unit,,,,,,Live Oak,N,,0.0,0.0,Plugging Operation
8A,7/13/05,Tamarack Petroleum Company Inc,"Harrison, w. Lee Unit",60663.0,,,7,Lee Harrison,Lubbock,N,N,0.0,0.0,Closed valve did not hold.
6,6/27/05,Geovest,Flanagan C Gas Unit,,,600091.0,5,,Gregg,N,N,0.0,0.0,well casing parted during fracture operation
3,6/23/05,ExxonMobil,Bracewell Unit,160131.0,,,,Giddings Austin Chalk Gas,Grimes,N,Y,1.0,,3/4 inch valve blew off
2,6/17/05,Dewbre Petroleum Corp,R. Ruhmann Gas Unit,,,554993.0,2E,,Karnes,N,,0.0,0.0,Packer Failed
3,6/1/05,LGDC Corp,Shmidl-Brooks,,,560423.0,1,Wildcat,Harris,Y,,0.0,0.0,
2,5/16/05,Mission Resources Corporation,Fritz Weise,,,555265.0,2,,Goliad,,,0.0,0.0,failed grease fitting on the tree.
8,5/13/05,"Wiser Oil Co., The",Hondo,34444.0,,,1,Dimmitt (Delaware),Loving,,Y,0.0,0.0,
8,5/1/05,"Celero Energy, L.P.",G. W. O'Brien,,,559368.0,1607,"Ward-Estes, North",Winkler,N,,0.0,0.0,operator unable to close blowout preventers
6,4/28/05,Newfield Exploration Company,"Culver, G. W.",107812.0,,,1-A,Willow Springs,Gregg,,N,0.0,0.0,
10,4/26/05,BP America,"Shchultz ""A""",,,554809.0,7772,,Lipscomb,N,,0.0,0.0,power swivel fell into rod basket of pulling unit.
3,3/10/05,Atmic Inc,Hurta,181120.0,,,2,Needville (Vicksburg),Fort Bend,N,Y,0.0,0.0,
3,2/28/05,7711 Corp,Little Unit,24269.0,,,1,Kurten (Buda),Brazos,Y,,,,Local Fire Department on location.
3,2/12/05,PRIMAL ENERGY CORPORATION,E. R. Taylor,,,548959.0,2,Pierce Junction,Harris,N,N,0.0,0.0,
8,1/30/05,ENERVEST OPERATING L.L.C.,Enervest Fee O.B. Price,,,550758.0,10,Westbrook,Mitchell,N,,0.0,0.0,Production casing rose out of ground
3,1/24/05,"DOMINION EXPL. & PROD., INC.",Sheridan Gas Unit,,,554032.0,104,Sheridan (Wilcox),Colorado,N,,0.0,0.0,4 mi SE of Sheridan
8A,1/19/05,OCCIDENTAL PERMIAN LTD.,Denver Unit,18910.0,,,2210,,Yoakum,,,,,W on Hwy 83 to Hwy 1622 from Denver City
3,1/18/05,"COMSTOCK OIL & GAS, INC.",BSMC Unit B,,,545666.0,1,,Polk,,,0.0,0.0,E on 190 11.5 miles
8A,12/22/04,Occidental Permian Ltd.,Denver Unit,18910.0,,,6721,Wasson,Gaines,N,N,0.0,0.0,Sec 44 blk AX PSL Survey
6,11/15/04,Marathon Oil Company,USA Ellington,,,548529.0,2H,,Shelby,,N,0.0,0.0,N of Milam on Hwy 287 to FM 2261
8,11/10/04,Endeavor Energy Resources L.P.,"Texas American Syndicate Unit ""316""",,,542244.0,2H,Perry Bass (Devonian),Pecos,Y,,0.0,0.0,"4 1/2"" liner ws blown out of the hole."
8,10/28/04,Riata Energy Inc,West Ranch,,,549224.0,2306,Pinon (Overthrust),Pecos,N,N,0.0,0.0,weak point in flowline split
8a,8/2/04,Kinder Morgan,Sacroc Unit,3137.0,,,293-04,Kelly-Snyder,Scurry,,n,0.0,0.0,sub pump mandrell corroded
3,7/14/04,Dow Chemcical,Dow Fee,,,538187.0,14,Stratton Ridge,Brazoria,Y,N,0.0,0.0,"lost circulation, well came in and ignited at shale shaker"
3,6/13/04,Dow Chemcical,Dow,,,538187.0,14,Stratton Ridge,Brazoria,,Y,0.0,0.0,remnants of product released from a subsurface failure
6,6/10/04,BRG Petroleum Corp,Peterson Gas Unit,,,544247.0,4,Naconiche Creek,Nacogdoches,N,N,0.0,0.0,wellhead gave up right underneath the BOPS
3,5/4/04,Ventex Oper. Corp,Saint David,,,541965.0,1,W/C,Matagorda,,,0.0,0.0,
8A,4/2/2004,LYNX OPERATING,Elam,,,,1y,,Gaines,N,,1.0,0.0,"attempting to complete in the Yate fm at 3000"""
3,3/3/2004,TRANSTEXAS GAS CORPORATION,Guenther Gas Unit,,,522153.0,1,Wildcat,Wharton,N,N,0.0,0.0,
3,2/9/2004,Patterson Petroleum L.P.,Loyd,,,539382.0,1,Kurten (Buda),Brazos,N,N,0.0,0.0,
4,2/5/2004,"Loudon Exploration, Inc.",Lopez,,,540939.0,4,,Brooks,n,,0.0,0.0,
2,11/2/2003,HOLLIMON OIL CORP,"Hewitt ""A""",,,534661.0,,Telferner North (2150),Victoria,n,N,0.0,0.0,
6,10/27/2003,"CLASSIC OIL & GAS, INC.",S.L. Hol,196152.0,,,12,"Carthage, S (CV)",Panola,N,N,0.0,0.0,choke valve had cut out on the tree
8,10/18/2003,ENDEAVOR ENERGY RESOU,,,,,,,,N,,0.0,0.0,
2,8/6/2003,HOLLIMON OIL CORP,Strieback,,,533923.0,1,Wildcat,Live Oak,Y,N,0.0,0.0,
8A,7/31/2003,ENERGEN RESOURCES CORP,North Robetson Unit,,,,3539,"Robertson,N.(ClearFork 7100)",Gaines,N,N,0.0,0.0,nipple on casing blew
6,7/22/2003,PXP GULF COAST INC,TXU-Tompkins,,,194894.0,1,Beckville (Cotton Valley),Panola,,,0.0,0.0,
3,3/6/2003,CHIEF OPERATING CO.,Mitchell,,,511892.0,3,Brookshire,Waller,N,N,2.0,0.0,impr.plugged & being reentered
3,2/18/2003,"JAMEX, INC.","McDonald, Zoe Blunt",189163.0,,,1,Cleveland,Liberty,N,N,0.0,0.0,well was killed
3,1/14/2003,LONE WOLF OPERATING COMPANY,J. B. Children 1991 Trust,190075.0,,,1A,Brookshire,Waller,N,N,0.0,0.0,pulling tubing & packer blew last 3 jts out of hole
6,1/6/2003,SOTHWESTERN ENERGY PRODUCTION,Jasper Wilson Gas Unit 1,,,,3,,Smith,N,N,0.0,0.0,
8,12/14/2002,"NES PERMIAN BASIN, L.P.",Big Springs Brine Station,,,,,,Howard,N,N,0.0,0.0,
3,10/9/2002,"PEOPLES ENERGY PROD.-TX,L.P.",Amoco Fee,23105.0,,,3,Port Arthur,Jefferson,N,N,0.0,0.0,
9,9/25/2002,JERRY HESS OPERATING CO.,Griffin,,,520242.0,3,"Newark,East (Barnett Shale)",Denton,N,N,0.0,0.0,
7C,9/23/2002,BP AMERICAN PRODUCTION COMPANY,Banner Estate,,,518508.0,4H,Brown-Bassett (Strawn),Terrell,N,N,0.0,0.0,
9,9/12/2002,JERRY HESS OPERATING CO.,Foster,187504.0,,,,"Newark,East (Barnett Shale)",Wise,N,N,0.0,0.0,killed well using lese brine
4,9/9/2002,EL PASO PRODUCTION O&G CO,Walker,,,522293.0,2,Kingsville SW (Taos),Kleberg,N,N,0.0,0.0,
2,7/10/2002,RANGE PRODUCTION COMPANY,Fitch-Mosier,163814.0,,,1,Speaks Field (3600),Lavaca,N,N,0.0,0.0,
3,6/24/2002,"DEVON GAS SERVICES, LP",Tunis A Compressor,,,,,,,Y,N,0.0,0.0,Comp.caught fire being cleaned
7B,6/18/2002,STOVAL OPERATING CO,Joe Singleton,,,520046.0,1,,Palo Pinto,N,N,0.0,0.0,
3,6/17/2002,KAISER-FRANCIS OIL CO.,Drastata,,,493264.0,,Jones Creek,Wharton,N,N,0.0,0.0,
2,6/9/2002,UNITED OIL & MINERALS,United,,,520572.0,2SWD,"Speaks, SW(2600)",Lavaca,N,N,0.0,0.0,
9,5/27/2002,DEVON ENERGY OPERATING CO. L.P.,"DCCO 1-Sullivan, P.G.""A""",174222.0,,,5,"Newark,East (Barnett Shale)",Denton,N,N,0.0,0.0,
9,5/16/2002,"3-R Production, Inc.",I.G.Yates,,,516293.0,R1,,Jack,N,N,0.0,0.0,
5,4/3/2002,"FOUR SEVENS OP. COMPANY., LTD.","Haslett ""78"" GU",,,516923.0,1,"Newark,East (Barnett Shale)",Tarrant,N,N,0.0,0.0,
4,4/3/2002,DEWBRE PETROLEUM,Allen East,518365.0,,,A2,Ricardo,Kleberg,N,N,0.0,0.0,
3,2/27/2002,SANDI PRODUCTION INC.,"St.Regis Paper Co.,Et Al",,,100461.0,2,,Trinity,N,N,0.0,0.0,
3,3/24/2002,"BRIGHAM OIL & GAS, L.P.",Burkhart,,,,1,Wildcat,Matagorda,N,N,,,Blowing dry gas
6,11/23/2001,PHILLIPS PETROLEUM COMPANY,Ruby,,,514562.0,1,Huxley (6100),Shelby,N,N,0.0,0.0,
4,6/13/01,COASTAL OIL & GAS CORPORATION,"Guerra GU ""D"" ?",160884.0,,,6,Bob West,Starr,N,N,,,Workover-replacing tubing
8,9/13/01,RANGE PRODUCTION COMPANY,RW FOSTER 15,511424.0,,,2,Conger (Penn),Sterling,N,N,,,
5,6/5/01,MARATHON OIL COMPANY,"Utley ""C""",,,,7-X,,Freestone,N,N,0.0,0.0,Swabbing-well kicked
6E,5/31/01,ASCEND OIL & GAS LLC,Elder,7482.0,,,7,,?,N,N,0.0,0.0,Shut-in well pressured up
3,5/22/01,GAITHER PETROLEUM CORPORATION,THEUMAN,110058.0,,,2,WYLIE,Colorado,,,,,
5,5/21/01,BROWN OIL & GAS,"Reid, J. W.",925.0,,,10,Mexia,Limestone,N,N,0.0,0.0,Pulled tubing-well kicked
4,5/16/01,COASTAL OIL & GAS CORPORATION,Samano,,,508219.0,21,,Starr,N,N,0.0,0.0,Drilling well-water supply well blew
3,5/12/01,"ESENJAY EXPLORATION, INC.",Runnels Gas Unit,,,502567.0,5,W/C,Matagorda,N,N,0.0,0.0,Drill Well
4,5/4/01,"TEXAS CRUDE ENERGY, INC.",Smith,,,496958.0,1,Flour Bluff,Nueces,N,N,0.0,0.0,Drilling-Bull Plug Failure
2,4/30/01,"KEBO OIL & GAS, INC.",Clay West Burns,,,,A--1,,Live Oak,N,N,0.0,0.0,Drilling break-well kicked
8A,4/10/01,OXY PERMIAN,Cedar Lake Unit,577.0,,,481,Cedar Lake,Gaines,N,N,0.0,0.0,Started flowing gas between csg & tbg
1,3/7/01,"REXCOM, INC.",Moczygemba,14060.0,,,1,"Lyssy (Carrizo ""D"" Sand)",Wilson,N,N,0.0,0.0,Workover-dropped on joint of tubing
8A,2/22/01,"SHARP IMAGE ENERGY, INC.",S. Lake Thomas,,,503967.0,1,Double -S- (Canyon Reef),Borden,N,N,2.0,0.0,Swabbing-well kicked
9,2/19/01,MITCHELL ENERGY CORPORATION,"Logan, H. H.",134467.0,,,2-T,"Newmark, East (Barnett Shale)",Wise,N,N,0.0,0.0,Drill Well-pulling out of hole
8A,2/16/01,OXY PERMIAN,Denver Unit,18910.0,,,3928,Wasson,Yoakum,N,Y,0.0,0.0,Mechanical failure on pumping unit
3,2/16/01,RTC RESOURCES INC.,Litman,,,504699.0,6,Brookshire,Waller,N,N,0.0,0.0,Logging well-well kicked
2,1/19/01,"MUELLER EXPLORATION, INC.",McReynolds,,,500832.0,1,Wildcat/Joesph P. Mueller,Lavaca,N,N,0.0,0.0,
8,1/18/01,CHEVRON U. S. A. INC.,Hutchings Stock Assn.,7337.0,,,773,"Ward-Estes, North",Ward,N,N,0.0,0.0,C02 Flood-Flowing back a well
3,1/16/01,"GEN-NAN RESOURCES & EQUP., INC.",Kuratti,,,502322.0,9,Brookshire,Waller,N,N,0.0,0.0,
6E,1/4/01,CADDO ENERGY,McKinley,,,,38,,,,,,,
3,1/2/01,"HS RESOURCES, INC.",Arriola,,,502607.0,1,1,Hardin,N,N,0.0,0.0,Underground Well Control Problem
8A,12/22/00,OCCIDENTAL PERMIAN LTD.,Central Mallet Unit,18244.0,,,36,Slaughter,Hockley,N,N,0.0,0.0,Hole in tubing
8A,12/8/00,MAYNARD OIL COMPANY,"Slaughter ""H""",67643.0,,,,Happy (Ellenburger),Garza,N,N,0.0,0.0,Failure during production operations
7B,11/26/00,"SOUTHERN EXPLORATION, INC.",Stephens 21,,,501161.0,5,Wildcat/Sedwick/Shackelford Co Reg,Shackelford,N,N,0.0,0.0,Drilling-Well Kicked
2,11/19/00,"MODERN EXPLORATION, INC.",ROK,,,493141.0,2,"Wildcat, Little ROK (Frio)/(Miocene)",Lavaca,Y,N,0.0,0.0,Blew while tripping out of well
7C,11/7/00,"DREYFUS, LOUIS NATURAL GAS CORP.",Valiant LR,,,500687.0,9,Sawyer,Sutton,N,Y,0.0,0.0,Drilling w/air (9-10 ppm or H2S)
8A,11/5/00,"WISER OIL COMPANY, THE",Wellman Unit,62337.0,,,5-1,Wellman,Terry,N,N,0.0,0.0,Inactive well pressured up
4,10/31/00,"DOMINION EXPL. & PROD., INC.",Kenaf Industries Unit,,,496647.0,1,Wildcat,Willacy,N,N,0.0,0.0,Blew while tripping out of well
8,10/18/00,"AGHORN OPERATING, INC.","Gist ""C""",,,,4,,Ector,N,Y,0.0,0.0,Producing well developed leak
3,9/6/00,SPUR OPERATING CO.,"Duran, Fannie P.",20412.0,,,5,Linnville Bayou (8900),Matagorda,N,N,0.0,0.0,Recompletion-Perfed well
3,8/21/00,ENERGY DEVELOPMENT CORP.,Brown/Stark,157050.0,,,1,"Bobcat Run, S. (12,100)",Orange,N,N,0.0,0.0,Plugging Operation
3,8/19/00,ASPECT RESOURCES LLC,Edmonds,,,497364.0,,Wildcat,Chambers,N,N,0.0,0.0,Drilling-Well Kicked
5,8/17/00,"WILLIAMS, CLAYTON ENERGY, INC.",Mary Muse Unit,,,496529.0,1,Wildcat,Robertson,N,N,0.0,0.0,Drilling-Suspect Hole in Casing
8,8/14/00,PHILLIPS PETROLEUM COMPANY,Goldsmith Andector Unit,,,493348.0,F8,Goldsmith (Clearfork),Ector,N,Y,0.0,0.0,660 ppm H2S dected-New Well
8,8/1/00,"CROWNQUEST OPERATING, LLC.","Whit ""E""",,,495967.0,1,,Glasscock,Y,N,0.0,0.0,Running Casing
2,7/19/00,"ALLEGRO INVESTMENTS, INC.",Weaver-Dugger Unit,,,496417.0,1,Maude B. Traylor,Jackson,N,N,0.0,0.0,Drilling well
4,7/8/00,"PONTIAC OIL, INC.","Womack, J. Y.",135084.0,,,3,"Taft, East (3600)",San Patricio,N,N,0.0,0.0,Tractor sheared wellhead off
3,6/18/00,COBRA OIL & GAS,Libra Unit,,,493963.0,1,Wildcat,Fort Bend,N,N,0.0,0.0,Gas kick during drilling
8,6/15/00,CHEVRON U. S. A. INC.,"McElroy, J. T.",,,,650,,Crane,N,Y,1.0,0.0,Pool Employee Overcome
10,5/19/00,STRAT LAND EXPLORATION COMPANY,Thomas,173310.0,,,1,Hallcroft (Morrow Lower),Lipscomb,N,N,4.0,0.0,Fracing well-well bridged & released
5,5/10/00,CROSS TIMBERS OPERATING COMPANY,Newsome,,,490022.0,11,Wildcat,Freestone,N,N,0.0,0.0,Fracing well
8,4/5/00,CHEVRON U. S. A. INC.,Hutchings Stock Assn.,7337.0,,,80,"Ward-Estes, North",Ward,N,Y,0.0,0.0,Workover operations
8,3/21/00,ALTURA ENERGY LTD.,"Witcher, J. E. -A-",21652.0,,,11,"Cowden, South (Canyon 8790)",Ector,N,?,2.0,0.0,Plugging Operation
3,3/16/00,AUDEN OIL INC.,Long,3199.0,,,17,Nome (X Sand),Jefferson,N,N,0.0,0.0,Pumping Well - Hole in sur csg.
1,2/3/00,GINCO OPERATING CO.,"Geary, A. F., -A-",1127.0,,,6,Luling-Branyon,Caldwell,N,Y,0.0,0.0,(Abandoned Well)
4,1/17/00,CONOCO INC.,Vaquillas Ranch Co. LTD,,,485537.0,57,,Webb,N,N,0.0,0.0,
2,1/4/00,"TALON DEVELOPMENT CO., INC.",Woodruff,,,489929.0,4,,Victoria,N,N,0.0,0.0,
5,12/7/99,TXU LONE STAR PIPELINE,Tri-Cities Gas Storage Unit,81728.0,,,13-R,Tri-Cities (Rodessa),Henderson,N,N,0.0,0.0,Workover
5,11/30/99,UNION OIL COMPANY OF CALIFORNIA,Central Van Woodbine Unit,2453.0,,,,Van (Central-Woodbine),Van Zandt,N,N,0.0,0.0,Valve removed-Well kicked
3,11/23/99,"MASTERS RESOURCES, L.L.C.",N. Point Bolivar Frio State Unit,55546.0,,,5,"Point Bolivar, N (12300)",Galveston,N,N,0.0,0.0,(Dray gas leak from wellhead)
3,10/11/99,DOUGLAS PETROLEUM INC.,Grotte OL,141148.0,,,1H,Jerry's Quarters (AC 11900),Washington,N,N,0.0,0.0,
3,10/8/99,ELLIOTT OIL & GAS COMPANY,"Price, J. E.",19014.0,,,1,Arcola (7400),Brazoria,N,N,0.0,0.0,
3,10/5/99,GULFTIDE GAS CORPORATION,"Coyle, Arthur J.",6353.0,,,1,Garwood (3600),Colorado,N,N,0.0,0.0,(Production casing broken)
5,9/30/99,ANADARKO PETROLEUM CORP.,"Blair ""A""",176136.0,,486429.0,1,Dew (Bossier),Freestone,N,N,0.0,0.0,
8,9/22/99,ALTURA ENERGY LTD.,Midland Farms Deep Unit,30861.0,,,45,Midland Farms Deep,Andrews,N,Y,5.0,0.0,
8,9/15/99,RANGE PRODUCTION COMPANY,RW Foster 16,174477.0,,,3,Conger (Penn),Sterling,N,N,0.0,0.0,(Performing fracturing treatment
7B,9/13/99,"TALON PRODUCTION , INC.",Matthews,,,486858.0,1,,Throckmorton,N,N,0.0,0.0,
3,9/5/99,"7711 CORPORATION, THE",Defresne Unit,,,482098.0,1H,,Washington,N,N,0.0,0.0,(Annular Preventer Leak)
6,8/12/99,TEXTRON SOUTHWEST L.L.C.,Sabine Allen,175110.0,,484934.0,1H,Huxley (6100),Shelby,N,N,0.0,0.0,(Horizontal Drill)
8A,8/11/99,ALTURA ENERGY LTD.,Anton-Irish Clearfork Unit,304.0,,,413,Anton-Irish,Hale,N,Y,0.0,0.0,(Producing Well)
8A,7/16/99,UNION OIL COMPANY OF CALIFORNIA,Reinecke Unit,60780.0,,,287,Reinecke,Borden,N,Y,3.0,0.0,
3,7/7/99,"GEN-NAN RESOURCES & EQUP., INC.",Martin,,,484962.0,10,,Waller,N,N,0.0,0.0,
9,7/6/99,REPUBLIC ENERGY INC.,"Cocanougher, Charles",,,485225.0,1,"Newmark, East (Barnett Shale)",Wise,N,N,0.0,0.0,Preparing to run log-Well kicked
9,6/30/99,MITCHELL ENERGY CORPORATION,"Albert Pavillard GU ""B""",,,483832.0,2,,Wise,N,N,0.0,0.0,Drill Well
3,6/19/99,TEXAS AMERICAN RESOURCES COMPANY,Kirby Lumber Co. Etal -C-,727.0,,,12,Cleveland,Liberty,N,N,0.0,0.0,Rod broke & fell back into well
8A,6/15/99,AMERADA HESS CORPORATION,Seminole San Andres Unit,60475.0,,,1202,Seminole (San Andres),Gaines,N,Y,0.0,0.0,In process of removing BOP
5,5/25/99,ANADARKO PETROLEUM CORP.,Stephens,,,483789.0,A--1,Dew (Bossier) & Wildcat,Freestone,N,N,0.0,0.0,Drilling Operation
3,5/13/99,"ESENJAY EXPLORATION, INC.","Rearwin, L.W.",,,483601.0,9R,Wildcat,Chambers,N,N,0.0,0.0,Downhole Blowout
4,4/5/99,MERIT ENERGY COMPANY,Barrera Unit,170352.0,,,2,McMoran (8960),Hidalgo,N,N,0.0,0.0,Recompleting Well
3,3/18/99,"IP PETROLEUM COMPANY, INC.",Morgans Bluff Hackberry Unit,20480.0,,,P12,Morgan Bluff (Hackberry),Orange,N,N,0.0,0.0,Underground Blowout
4,3/16/99,CHEVRON U. S. A. INC.,"Gutierrez, Chevron R.",172442.0,,173073.0,1,Charco (9900),Zapata,N,N,0.0,0.0,Key Energy - Flowback crew
10,2/7/99,"CRESCENDO RESOURCES, L.P.","Herndon, Edna J. ""E""",,,472997.0,2,-0-,Ochiltree,N,N,0.0,0.0,Caused by Trapped Nitrogen
3,2/7/99,SAMSON LONE STAR LP,Hancock,,,479016.0,2,,Wharton,Y,N,0.0,0.0,
8,2/2/99,COASTAL MANAGEMENT CORPORATION,Waddel Ranch Project/West Ranch,,,,1211,,Crane,N,Y,1.0,0.0,Well Contol Problem
6,12/17/98,MUSTANG OPERATING COMPANY,Dickson,7758.0,,,1,East Texas,Rusk,N,N,0.0,0.0,
5,11/11/98,"WILLIAMS, CLAYTON ENERGY, INC.",Fazzino,,,,1,,Robertson,N,Y,0.0,0.0,Pulling Core Barrel out of hole
8A,11/6/98,UNION OIL COMPANY OF CALIFORNIA,Reinecke Unit,60780.0,,,267,Reinecke,Borden,N,N,0.0,0.0,
3,10/7/98,TEXAS TRINITY ENERGY COMPANY INC,Flexure Royalty Co. Et Al,124953.0,,,1,Cadwallader (200),Walker,N,N,0.0,0.0,Logging-tree fell on wellhead
4,10/1/98,CONOCO INC.,Lundell,,,479404.0,82,Vaquillas Ranch,Webb,N,N,0.0,0.0,
4,9/3/98,"SLAWSON EXPLORATION CO., INC.",Freeborn-Puma,,,474790.0,306,Lagarto Pasture (5400),Jim Wells,N,N,0.0,0.0,
9,8/11/98,MITCHELL ENERGY CORPORATION,"Birdwell, E. L. GU",119509.0,,,2C,"Boonsville (Bend Congl., Gas)",Wise,N,N,0.0,0.0,
8A,7/30/98,ALTURA ENERGY LTD.,Cogdell Canyon Reef Unit,8325.0,,,1091,Cogdell (Area),Kent,N,N,0.0,0.0,Was installing blowout preventor
